ID,AreaID,DiseaseID
75299,27472,10300
75300,27472,10303
75301,27472,00300
75302,27473,10300
75303,27473,10303
75304,27473,00300
75305,27474,10300
75306,27474,10303
75307,27474,00300
75308,27475,10300
75309,27475,10303
75310,27475,00300
75311,27476,10300
75312,27476,10303
75313,27476,00300
75314,27477,10300
75315,27477,10303
75316,27477,00300
75317,27478,10300
75318,27478,10303
75319,27478,00300
75320,27479,10300
75321,27479,10303
75322,27479,00300
75729,27591,10300
75730,27591,10303
75731,27592,10300
75732,27592,10303
75733,27592,00300
75734,27593,10300
75735,27593,10303
75736,27593,00300
75800,27612,10300
75801,27612,10303
75802,27612,00300
75803,27613,10300
75804,27613,10303
75805,27614,10300
75806,27614,10301
75807,27615,10300
75808,27615,10303
75809,27615,00300
75810,27616,10300
75811,27616,10303
75812,27616,00300
75890,27637,00300
75891,27637,00302
75892,27637,10300
75893,27637,10302
75894,27638,00300
75895,27638,00301
75896,27638,10300
75897,27638,10301
75898,27639,00300
75899,27639,00302
75900,27639,10300
75901,27639,10302
75902,27640,00300
75903,27640,00302
75904,27640,10300
75905,27640,10302
75906,27641,10300
75907,27641,10302
75908,27641,00300
75909,27641,00302
75910,27642,00300
75911,27642,10300
75912,27642,10301
75913,20435,00300
75914,20435,00302
75915,20435,10300
75916,20435,10302
75917,27643,00300
75918,27643,00302
75919,27643,10300
75920,27643,10302
75921,27644,00300
75922,27644,00302
75923,27644,10300
75924,27644,10302
76391,27750,10300
76392,27750,10302
76393,27750,00300
76394,27750,00302
76395,27751,10300
76396,27751,10302
76397,27751,00300
76398,27751,00302
76399,27752,10300
76400,27752,10302
76401,27752,00300
76402,27752,00302
76403,27753,10300
76404,27753,10302
76405,27753,00300
76406,27753,00302
76407,27754,00300
76408,27754,00301
76409,27754,10300
76410,27754,10301
76411,27755,00300
76412,27755,00301
76413,27755,10300
76414,27755,10301
76415,27756,00300
76416,27756,00302
76417,27756,10300
76418,27756,10302
76419,27757,00300
76420,27757,00302
76421,27757,10300
76422,27757,10302
76423,27758,00300
76424,27758,00302
76425,27758,10300
76426,27758,10302
76427,27759,00300
76428,27759,00302
76429,27759,10300
76430,27759,10302
76611,27810,00300
76612,27810,00302
76613,27811,00300
76614,27811,00301
76615,27812,00300
76616,27812,00302
76617,27813,00300
76618,27813,00301
76619,27814,00300
76620,27814,00302
77984,28209,00300
77985,28209,00302
77986,28210,00300
77987,28210,00301
77988,28210,10300
77989,28210,10301
77990,28211,00300
77991,28211,00301
77992,28212,00300
77993,28212,00301
77994,28213,00300
77995,28213,00302
77996,28214,00300
77997,28214,00302
77998,28215,00300
77999,28215,00302
78000,28216,00300
78001,28216,00301
78002,28217,00300
78003,28217,00301
78004,28218,00300
78005,28218,00301
78006,28219,00300
78007,28219,00301
78008,28220,00300
78009,28220,00301
78010,28221,00300
78011,28221,00301
